phi,rho,l_plus,l_minus
-4.487989505128276,0.1282282715750931,1.5388635447519208,3.897700112166169
-4.487989505128276,0.38468481472528016,1.5388635447519208,3.897700112166169
-4.487989505128276,0.6411413578754672,1.5388635447519208,3.897700112166169
-4.487989505128276,0.8975979010256552,1.5388635447519208,3.897700112166169
-4.487989505128276,1.1540544441758422,1.5388635447519208,3.897700112166169
-4.487989505128276,1.4105109873260293,1.5388635447519208,3.897700112166169
-4.487989505128276,1.6669675304762164,1.5388635447519208,3.897700112166169
-4.487989505128276,1.9234240736264034,1.5388635447519208,3.897700112166169
-4.487989505128276,2.1798806167765914,1.5388635447519208,3.897700112166169
-4.487989505128276,2.4363371599267776,1.5388635447519208,3.897700112166169
-4.487989505128276,2.6927937030769655,1.5388635447519208,3.897700112166169
-4.487989505128276,2.9492502462271517,1.5388635447519208,3.897700112166169
-4.487989505128276,3.2057067893773397,1.5388635447519208,3.897700112166169
-4.487989505128276,3.462163332527526,1.5388635447519208,3.897700112166169
